@relation TestmengeNEU10k-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Standardize-unset-class-temporarily

@attribute y {0,1,2,3,4,5,6,7,8,9}
@attribute ' x1' numeric
@attribute ' x2' numeric
@attribute ' x4' numeric
@attribute ' x5' numeric
@attribute ' x6' numeric
@attribute ' x7' numeric

@data
9,-0.493504,-0.166589,-1.083617,0.718401,0.916533,-0.215422
1,0.965106,-1.562099,-0.544752,0.161752,-0.136058,0.856958
7,-0.776991,2.232595,-0.005887,0.046749,-0.975156,-0.49145
8,-0.993574,-0.960232,0.128829,0.660376,0.496442,-1.130614
4,0.516072,0.505731,-0.005887,0.570886,0.907986,2.144333
1,1.443304,-1.184306,-1.353049,-0.273323,0.04261,0.811336
0,1.080045,-0.165348,2.149572,-0.201867,-2.226794,0.861333
0,1.986262,-0.444911,2.95787,-0.770081,-2.312585,1.756522
1,1.334798,-0.313868,-0.410036,0.052378,0.317412,-0.092489
1,-0.54454,0.595587,-0.544752,-0.127115,-0.083517,-0.756712
3,0.590268,2.261622,0.80241,0.055778,-0.260508,-0.681052
4,0.521647,0.587343,0.128829,0.250446,1.26782,0.413983
8,-1.039464,1.04156,0.937126,1.266878,0.809356,-0.916255
8,-1.19,-1.514976,-0.27532,-0.141179,0.525809,-2.319212
9,-1.015876,-0.664114,-1.487765,1.522758,0.340899,0.147775
9,-0.409873,-0.658552,-0.814184,1.049033,0.8846,0.187436
9,-1.208441,-2.093772,-1.218333,0.292835,0.575996,1.195174
5,-0.452332,1.671855,-0.005887,-0.330518,-0.269995,-0.306879
5,0.455172,-0.195558,0.398262,0.186138,-0.07237,0.219999
6,-1.255189,0.289423,-0.544752,-1.836835,1.267011,-0.721528
3,-0.824168,-0.396688,-0.140603,0.436669,0.075234,-0.488253
1,-0.119952,0.555575,-0.679468,-0.401884,-0.05203,-0.05716
0,0.672612,-0.366475,1.88014,-0.600772,-1.793066,1.05614
7,0.377116,0.854482,-1.218333,0.197292,-0.217057,0.261194
5,0.037017,1.082039,0.128829,0.258472,0.091637,-0.199651
0,1.104491,-1.395298,2.823153,-2.218403,-2.327107,0.865575
0,1.634154,0.237039,1.745424,-1.57357,-2.061598,1.237372
5,1.231439,1.374218,-0.544752,-0.26561,-0.237799,-1.027115
3,-0.837034,-0.362422,-0.005887,0.277529,0.119523,-0.977225
7,1.137943,0.680534,0.398262,0.551961,-0.519952,-0.094761
5,-0.254191,0.938701,0.937126,0.407127,-0.124886,-0.710347
3,-0.475062,1.327626,0.667694,0.154113,-0.448692,-0.592905
5,-0.222883,-0.18714,-0.27532,0.023882,-0.214291,-0.145027
2,0.317073,0.439386,-0.679468,1.333336,-0.376901,-0.512658
1,1.233583,-0.694022,-0.814184,0.124838,0.030285,0.416241
4,0.5358,0.760489,-0.140603,0.480259,1.68005,0.285704
4,0.175115,0.00526,-0.005887,1.746678,1.260508,0.078452
0,2.279184,-1.332886,1.745424,-1.149743,-1.6658,2.46239
3,-0.506799,0.191468,0.532978,0.145297,-0.294684,-0.712986
8,-1.584995,0.137326,-0.27532,0.606044,0.014255,-0.711873
9,-0.855476,-0.372791,-0.679468,0.929015,0.679919,-0.433704
2,1.154241,0.75121,-1.083617,1.13385,-0.815394,-0.99114
7,1.344662,-0.294828,-0.544752,-0.341907,-0.954407,0.397152
0,2.448162,-1.583875,2.014856,-0.552818,-1.82353,0.563353
7,0.942376,1.381554,-0.679468,-0.496471,-0.472701,1.002873
7,-0.376849,1.304195,0.398262,-0.867193,-0.84477,1.553684
1,1.18898,-1.454024,-0.679468,-0.185304,0.135451,1.288982
2,-0.900937,-0.529379,-1.218333,1.087126,-0.263548,0.793311
7,0.265608,1.81413,0.398262,0.100158,-0.972013,-0.249342
4,0.168253,1.92537,-0.410036,0.997268,0.948161,0.064063
2,1.001132,-0.669268,0.263545,0.692388,-0.840166,-0.992571
4,0.748523,0.133695,0.128829,1.928179,1.399804,1.477321
8,-1.211444,0.527058,-0.814184,0.600399,0.684002,-0.468875
6,-0.63246,-0.120585,-0.005887,-2.596119,1.721723,-0.303288
4,1.005849,0.942172,-0.140603,0.990514,1.382437,0.485979
4,0.188839,0.583647,-0.140603,0.642408,0.751783,-1.023192
2,-0.785569,0.409568,-1.083617,1.435934,-0.022245,-0.265629
3,-0.67449,-0.376477,0.128829,0.196985,-0.032355,0.398491
1,-0.014448,-0.207117,-0.410036,-0.375703,-0.398643,0.315145
2,1.315927,-0.747933,-0.005887,0.692265,-1.103939,-0.637289
3,-0.675348,0.804934,0.263545,-0.847019,-0.595628,-0.918855
6,-0.972988,-0.060796,-0.140603,-1.589139,0.980285,-1.217495
3,0.251026,0.795966,0.80241,0.643573,-0.585309,-1.618378
3,-0.204012,-0.09737,0.263545,-0.251374,-0.159822,0.984157
2,0.44445,0.343158,-0.679468,1.340822,0.342648,1.118804
6,-0.529529,-2.004404,0.667694,-1.755926,1.747802,0.550007
4,0.038303,-0.26629,-0.005887,1.242109,0.878699,-1.550102
3,0.856171,-0.963793,1.071843,-0.178533,-0.523519,-1.801607
3,0.376687,1.145773,0.398262,0.003782,-0.254363,-1.544937
7,0.023722,1.178073,-0.544752,-0.63365,-0.405891,-1.053897
7,-0.67063,1.600145,0.128829,-0.237994,-0.699769,-1.290049
2,-0.541967,0.000574,-0.948901,0.886742,0.468739,0.42854
7,0.792269,1.129187,0.128829,-0.426841,-0.651466,0.00478
1,0.490339,0.416379,-1.353049,-0.10673,-0.682773,-0.616243
9,-1.259049,-0.386783,-1.353049,0.267229,0.370892,-0.364992
2,-0.666341,0.524817,0.128829,1.029505,-0.481745,-1.546577
9,-0.314233,-1.801414,-0.814184,0.239784,1.101527,-2.14029
2,0.358245,-0.919088,-0.140603,1.418774,-0.891876,-0.738531
6,-1.576847,-1.901509,-0.005887,-1.268083,1.716759,0.144476
3,0.590697,1.27741,0.937126,-0.302312,-0.434266,0.168465
2,-0.065914,-0.414324,-0.679468,0.770553,-0.38969,-0.309635
9,-0.438608,-0.937449,-0.814184,0.405458,1.06909,1.766447
1,0.339804,-0.050212,-1.218333,0.55619,0.242397,-0.071975
0,0.49377,-0.093654,2.95787,-1.536907,-2.148533,1.76719
1,1.31121,0.012119,-0.410036,-0.325175,-0.357731,-0.921994
9,-1.683637,-1.367799,-0.679468,2.019866,0.169037,-1.263689
4,0.650311,0.766651,-0.005887,0.626442,1.4295,-1.661729
4,0.018146,1.951592,-0.410036,1.190321,1.527529,-0.420467
9,-1.612014,-1.662394,-1.487765,0.909894,1.141093,-0.698173
2,0.778545,-0.765145,-0.948901,1.088598,-0.934896,0.224824
1,-0.19715,-0.513681,-0.27532,0.030645,0.279562,-0.710961
9,-0.603296,-2.737132,-1.353049,1.304409,0.784019,0.263502
6,-1.028313,-1.511468,-0.27532,-1.126605,1.251143,0.415457
5,0.06232,1.608676,0.263545,-0.142986,-0.572708,-0.026262
3,0.501919,-0.453907,0.80241,-0.302677,-0.215278,-0.273534
0,1.496913,-1.638866,2.284289,-0.999469,-1.903196,2.428003
3,-0.608014,1.627655,-0.140603,0.511575,-0.237228,-0.382263
9,-1.580278,-1.26393,-1.218333,0.577721,0.78581,1.096064
8,-0.863196,-0.231139,0.937126,0.04856,0.498934,-0.333406
1,-0.631602,1.68901,-0.814184,-0.676909,-0.156346,-0.364437
4,0.509639,0.367814,-0.410036,0.550368,0.926877,0.516338
8,-1.273202,0.383388,-0.679468,1.842353,0.512075,-0.701045
7,1.321503,2.128309,-0.410036,-0.517629,-0.567717,-0.149483
4,0.562391,0.814403,-0.544752,0.035993,1.416677,0.351687
9,-1.42674,-1.565869,-0.679468,-0.121223,0.674309,-0.596447
1,0.321362,-0.847546,-0.410036,0.381642,0.180844,1.128826
6,-0.881208,-1.369763,0.263545,-1.695236,1.333173,-0.98834
7,-0.783425,1.641411,-0.27532,-0.115368,-0.6733,-1.338177
8,-0.840036,0.217833,0.667694,1.663512,0.132886,-0.619264
3,-0.648328,0.112596,0.263545,-0.351079,-0.776624,-2.167579
8,-1.189571,0.505277,0.667694,-0.045444,0.492418,-0.774496
0,1.682188,-1.47332,2.014856,-0.982136,-1.629067,2.156311
6,-1.315232,0.637743,0.667694,-1.953372,1.040006,0.288988
7,0.292627,1.782434,-0.948901,-1.093316,-0.76506,0.923065
0,2.142802,-1.014338,2.419005,-1.009343,-2.037508,0.999514
5,-0.173991,0.375633,1.071843,-0.642957,-0.266126,-0.321947
9,-1.241036,-1.283268,-1.487765,0.805565,0.818215,0.37084
9,-0.333533,-1.728363,-1.218333,0.747248,1.064396,0.271402
6,-1.392001,-1.486493,-0.005887,-0.945349,1.157491,0.916799
5,0.657173,1.155905,0.532978,-0.359088,-0.133023,0.189852
8,-1.068628,0.339452,-1.083617,0.647881,0.61652,-0.027325
2,-0.15512,0.115502,-0.27532,1.705385,-0.796684,0.896365
9,-1.337104,-1.10458,-0.948901,-0.225483,0.760998,-0.519569
4,-0.024742,-0.276011,-0.679468,1.492772,1.391742,0.724279
2,1.183833,0.644522,-1.218333,0.683718,-0.620519,-0.847758
4,0.828294,0.134601,-0.679468,0.730927,1.3084,0.660264
4,-0.554833,2.475974,-0.544752,0.094608,1.155174,-0.444659
6,-1.289499,-0.274274,-0.544752,-1.634216,1.515691,-0.292048
4,0.552955,0.501451,-0.27532,0.426948,1.430065,0.245473
2,-0.378994,0.002876,-0.410036,0.983424,0.365689,-1.026652
3,-0.589572,1.432604,0.128829,-0.260731,-0.542109,-0.52686
4,0.119361,1.391866,-0.679468,0.700846,1.174496,1.292094
6,-0.580137,-1.03989,0.128829,-1.553129,1.365558,0.691102
7,0.197846,0.866238,-0.814184,-0.434712,-0.897555,1.225652
3,-0.294076,-0.786299,0.128829,-0.222364,-0.872045,0.205723
7,-0.756834,1.395697,-0.814184,-0.936181,-1.324103,-1.405135
9,-0.419737,0.129907,-1.353049,0.82423,1.491332,-0.314306
8,-1.431457,-0.527019,-0.814184,1.099281,0.449983,-1.880139
3,-0.91895,1.136422,0.937126,-0.434309,-0.524672,-0.920774
2,-0.352832,-0.124102,-0.814184,0.031486,-0.462441,2.175037
2,1.188122,-0.674496,-0.544752,1.169847,-0.579562,-1.164697
0,1.688192,-1.298822,1.88014,-1.470592,-1.971813,1.014833
0,1.412425,-1.848927,1.610707,-1.639204,-1.830836,0.456663
4,-0.134534,1.156078,-0.140603,0.355995,1.091989,0.741999
7,-0.114377,0.859703,-0.005887,0.292971,-0.722562,-0.738988
0,1.162818,-2.334438,2.014856,-1.176167,-1.554905,-0.102598
2,0.97883,-0.304866,-0.814184,0.947826,-0.69536,1.558871
3,0.342806,-0.183483,0.398262,0.310328,-0.580102,0.219959
1,-0.161124,-0.933703,-0.814184,-0.665156,-0.012085,0.329564
2,-0.369987,-0.013461,-0.679468,2.00315,-0.36211,-0.827071
8,-1.295074,-0.071992,-0.005887,1.500768,0.172798,0.193251
7,0.74595,1.799054,0.263545,0.868522,-0.261314,0.540062
8,-0.880351,0.644292,-0.544752,1.139231,0.482503,0.109319
9,-1.036033,-0.389986,-0.544752,2.18184,0.588352,-0.580012
0,2.026147,-1.232349,2.95787,-1.00349,-2.266042,1.004847
8,-1.297219,0.843554,0.532978,1.341268,0.526718,-0.480704
4,-0.207014,0.444311,-0.140603,1.042434,1.248996,-0.31432
5,-0.375992,0.137711,0.532978,-0.082863,-0.409879,0.471163
0,1.212139,-0.680201,2.823153,-0.632417,-1.960082,1.390131
5,-0.252904,0.763418,-0.140603,0.246915,-0.335649,0.286989
4,0.805993,1.245318,-0.140603,0.90233,1.209664,-0.637217
7,-0.611874,0.229552,-0.948901,-0.923722,-1.105234,-0.845082
4,0.607852,0.377673,-0.140603,0.909458,0.766906,-0.228625
5,1.24602,1.849819,-0.679468,-0.597687,0.100524,-0.998064
9,-1.230743,-0.925832,-0.679468,1.568943,0.836624,0.797688
5,-0.021311,0.225698,0.128829,-0.034752,-0.380732,-0.270341
3,0.824863,0.454362,-0.27532,-0.838703,-0.534742,-1.615696
9,-1.07163,-1.548121,-1.083617,0.740585,1.00756,-0.394607
8,-1.465767,-0.778779,0.937126,0.885666,0.3316,-0.635045
3,0.382263,0.893737,0.937126,-0.146861,-0.877009,-0.741531
7,0.83773,0.722987,-0.27532,-0.372563,-1.241888,0.298066
4,0.261748,1.343835,-0.544752,1.173744,1.397128,-0.77164
2,0.579975,-1.232194,-1.083617,1.008318,-0.5143,-0.374213
1,1.495198,-1.387119,-0.544752,0.381143,0.00734,0.639559
3,0.743377,1.17426,0.667694,-0.724599,-0.159443,-0.775786
9,-0.216021,-0.375582,-0.544752,0.883763,0.825634,0.868934
4,-0.366985,0.624209,-0.27532,0.620056,1.118001,-0.512136
2,0.27247,0.281681,-1.083617,1.128427,-0.77254,-1.157895
6,-0.877349,-1.503102,-0.005887,-1.993412,1.596325,1.059144
8,-0.905226,0.592675,-0.005887,0.785318,0.600939,0.614552
2,-0.293218,0.693285,-0.27532,2.000728,-0.434382,-0.497418
9,-0.292789,-0.10415,-1.353049,0.254563,0.806851,0.028888
4,-0.61316,-1.409175,0.128829,0.818294,1.064734,-0.926687
7,1.421002,1.492189,-0.679468,-0.730148,-0.774547,-0.141537
4,-0.466056,-0.91367,-0.27532,1.283759,1.012245,0.839728
6,-0.879064,-0.968783,0.398262,-2.610493,1.129449,1.051725
9,-0.207443,-0.654872,-1.487765,0.650256,0.289461,-0.352531
6,-1.265053,-0.63037,-0.544752,-1.895668,1.266607,0.847389
2,-0.125099,-0.441701,-0.544752,1.321006,-0.152577,-0.350402
6,-1.240178,-1.11728,0.128829,-1.658831,1.425964,-0.470614
4,0.130512,0.036824,-0.679468,1.561916,1.659158,-0.891385
7,-0.285927,0.771009,-0.544752,-0.161111,-0.703646,-1.362327
8,-1.003867,-0.306242,0.263545,0.928111,0.735211,-1.84787
4,0.869467,2.202693,-0.140603,0.739597,1.306614,0.760552
9,-0.638035,-0.45456,-1.083617,1.650629,0.765278,0.42328
2,-0.18943,-0.595346,-0.814184,1.446761,-0.377397,1.757691
6,-0.528672,0.500675,0.80241,-2.653475,1.334657,-0.7366
1,0.561533,0.369342,-0.679468,-0.757786,-0.219249,-0.232526
7,0.478331,1.128679,-0.814184,0.00583,-1.360138,0.03239
0,2.141086,-0.72031,1.88014,0.114778,-1.556141,0.452722
4,0.136087,1.487643,-0.005887,0.63278,1.117407,0.433035
9,-0.463911,-0.602393,-1.083617,0.487786,0.385433,-1.942084
2,0.670039,0.895441,-0.410036,0.900284,-0.346368,-0.570635
9,-0.645326,-0.471045,-1.083617,-0.151537,0.540489,-0.039165
0,0.84159,-0.2352,1.88014,-0.133717,-1.923817,1.126452
8,-0.956262,0.41605,-0.544752,0.125477,0.588161,-0.133421
6,-0.782996,-1.510868,0.80241,-1.081577,1.354081,0.767667
8,-0.854618,-0.924076,-0.410036,1.195753,0.582824,-1.369566
1,-0.037179,-1.245881,-0.27532,0.127787,0.160755,-1.551722
6,-1.222594,-0.061229,0.398262,-1.521526,1.853965,-0.367292
5,0.68505,1.502838,0.128829,-0.370047,-0.336917,0.216511
3,-0.57885,0.351368,0.128829,-0.274539,-0.522627,-1.071234
0,2.467032,-0.732495,2.688437,-1.162206,-2.424574,0.877763
4,-0.292789,2.350532,-0.140603,0.297585,0.637144,0.085854
0,1.128937,-1.23615,1.88014,-1.204187,-2.262369,1.670882
1,-0.722524,-0.284816,-1.218333,0.168803,-0.131137,0.956736
6,-1.34654,1.011383,-0.27532,-0.715655,0.907181,0.326688
3,-0.568986,0.292352,0.263545,-0.117876,-0.177482,-1.170033
5,1.272182,1.504115,0.398262,-0.257033,-0.130307,-0.86669
3,-0.680923,-0.441803,0.667694,-0.017643,-0.702264,0.275608
2,-0.323669,0.660524,-0.005887,0.52609,-0.831816,-0.430077
1,-0.306514,-0.851519,-1.083617,0.158495,-0.192814,1.037407
4,-0.405155,-0.01641,-0.005887,0.49367,1.360726,0.463924
6,-1.509513,0.601544,-0.544752,-1.461632,1.132195,0.740689
0,1.870894,-0.900972,1.745424,-0.177825,-2.007335,-0.186823
7,-0.150831,1.604951,0.263545,-0.580578,-0.581308,-0.600178
7,-0.47206,2.252705,0.263545,-0.218128,-0.564715,0.21569
6,-0.544111,-0.659776,0.128829,-1.04922,1.101509,-0.593701
5,-0.018737,1.68463,-0.410036,-0.343331,0.029304,-1.854737
6,-1.317376,-0.727942,-0.27532,-1.602496,1.347797,0.924869
1,-0.44547,1.149467,-0.410036,0.1213,-0.534351,-0.73458
5,0.961675,0.821904,0.80241,0.445167,0.126802,0.87363
0,2.654881,-1.312721,1.88014,-1.139657,-2.256544,1.458912
7,-0.684354,0.543777,-0.27532,-0.526651,-0.918358,-1.55146
6,-1.263338,-0.027596,-0.27532,-0.90005,1.12369,0.03677
1,1.338229,-0.088149,-0.948901,0.131169,0.162041,-0.335621
2,1.456599,-0.765072,-1.218333,0.721447,-0.658441,-1.380256
5,0.510926,1.116435,-0.544752,0.462203,-0.519401,-0.316824
5,0.010855,0.771988,-0.544752,-0.39021,-0.716269,1.282576
9,-0.596434,-1.814204,-1.353049,0.27709,0.946503,-0.019857
0,2.183974,-0.272486,2.284289,-0.792859,-2.319549,1.94459
0,2.574252,-1.503461,2.688437,-1.301239,-2.164914,0.844373
3,-0.202296,-0.233669,0.398262,-0.983789,-0.048957,-0.046696
4,-0.435177,-0.487386,-0.679468,-0.026935,0.865984,0.399084
9,-0.538107,-2.088181,-1.353049,0.531131,0.984852,-0.908273
1,0.44059,-0.955657,-0.948901,0.452623,-0.132427,-0.802039
3,-0.645326,0.598554,-0.140603,0.135078,-0.56692,-0.27739
6,-1.035175,-1.958576,-0.140603,-2.513776,1.417458,0.911299
0,1.786834,-1.936948,1.745424,-1.537464,-1.526633,1.164141
5,0.451741,-0.226894,1.071843,-0.740952,-0.224891,0.810447
0,2.130364,-1.345909,2.149572,-0.955713,-2.178098,1.643032
9,-0.818164,-0.327698,-0.679468,0.06613,0.715458,0.908191
8,-1.176705,-0.376794,-0.679468,1.258737,0.747145,-0.623357
1,0.568395,-0.177264,-1.083617,-0.896979,0.207243,-0.671637
7,0.809853,0.592883,-0.544752,-0.658908,-0.559111,0.444919
5,0.737801,2.594876,1.071843,0.030791,-0.208512,0.665098
8,-0.967413,0.084903,0.80241,1.07438,0.416061,0.467835
0,2.072037,-1.505457,1.610707,-1.784333,-1.869745,2.498045
8,-0.814304,0.825246,-1.083617,0.605613,0.652955,0.556966
7,-0.828885,1.22459,-0.005887,-1.430284,-0.777208,0.218643
4,0.241591,1.488242,-0.27532,0.97848,1.236983,-0.554076
0,2.611993,-0.481691,1.88014,-1.188859,-2.220527,1.839097
3,0.03959,0.221176,0.667694,0.056206,-0.435489,0.310397
9,-1.208013,-1.29381,-1.487765,1.147651,0.838343,-1.7345
7,1.027722,0.776366,-0.948901,-0.946124,-0.538831,1.170783
6,-0.76241,-0.38004,-0.140603,-0.681447,0.983496,0.642593
9,-1.073774,-1.985854,-1.083617,0.001812,1.254968,0.079456
5,0.548238,0.661129,-0.140603,-0.275483,-0.255709,-0.303241
8,-1.137677,-0.585925,0.937126,1.11203,0.9593,-0.773242
9,-0.455334,-0.470841,-0.679468,0.069971,0.611375,-0.933123
9,-0.239609,0.925365,-0.679468,0.536362,0.676428,0.517326
9,-1.340535,0.618598,-1.487765,0.747707,0.999767,-0.057892
1,0.755385,-0.384316,-0.544752,-0.236734,-0.382825,0.486436
6,-0.715233,-1.454573,-0.005887,-2.229584,1.250428,-0.298213
0,2.35724,-1.414325,2.823153,-1.371678,-1.878162,1.579542
1,0.930367,0.352722,-1.218333,-0.061975,-0.233702,0.589631
5,0.470182,0.633044,-0.679468,-0.307012,-0.134994,-0.239115
6,-0.831459,-2.350653,0.667694,-2.213344,1.259756,-0.288549
3,0.215001,0.709015,1.071843,0.316426,-0.500297,0.310746
7,1.468607,1.252634,-0.27532,-0.67805,-0.982716,0.287816
4,-0.235749,0.83403,-0.005887,0.932965,1.266077,0.837161
1,0.200848,0.027851,-0.27532,-0.158132,-0.169401,-0.735971
4,-0.013162,0.46604,-0.410036,0.904159,1.096586,0.127468
5,-0.527385,2.196816,-0.679468,0.549659,-0.294588,0.300182
7,-0.102797,0.935014,-0.544752,-0.293057,-0.560372,0.18105
4,0.785407,0.891288,-0.27532,1.732428,0.720448,-0.626313
2,0.748952,-1.594909,-1.083617,1.037439,-0.404095,0.598487
3,-0.314233,-0.018815,0.263545,-0.162861,-0.597309,-1.521521
0,0.895628,-1.320982,1.745424,-0.56496,-1.413943,2.924412
7,0.335086,0.196794,-0.948901,-1.370225,-0.986397,-0.345146
3,0.920932,0.918272,0.80241,-0.815447,-0.409607,-1.4782
5,0.2343,0.838492,1.071843,-0.271212,-0.112932,0.987044
9,-0.226314,-0.638644,-0.948901,1.552863,0.431863,0.37834
0,1.550094,-0.741233,2.284289,-1.241027,-1.530559,1.370091
0,2.603844,-1.849288,2.688437,-0.885417,-1.927308,1.590438
2,1.743517,-1.135685,-0.140603,0.836159,-0.652548,-0.843934
9,-1.508655,-0.53802,-0.948901,0.08471,0.578928,-0.812505
6,-1.536961,-0.69504,0.128829,-1.396587,1.364288,0.904931
9,-0.535534,-0.472454,-0.814184,0.436087,0.851921,-1.498675
3,0.019433,0.862137,0.937126,-0.310523,-0.199297,-0.391208
2,0.708638,0.185418,-1.353049,1.35719,-0.2934,-1.040403
1,0.895199,-0.384582,-0.410036,0.255696,-0.122976,0.938232
9,-1.574702,-0.164089,-0.814184,1.734231,0.404649,0.366868
5,0.102635,0.342493,0.398262,0.154602,-0.378368,-0.967769
1,-0.666341,0.698253,-1.353049,-0.560886,-0.139208,0.517779
4,-0.170131,-0.320849,-0.410036,1.159912,1.141542,-0.249232
7,0.727937,-0.403352,-0.27532,-0.61091,-0.794382,-1.540922
2,-0.760265,-1.704974,-0.679468,1.440625,-0.681299,-1.230282
4,-0.676205,1.259636,-0.679468,1.372302,1.107404,0.958528
8,-1.105082,-0.662553,0.398262,0.221324,0.862835,-1.731789
5,0.470611,2.007448,-0.544752,-0.82057,-0.209505,-0.060523
8,-1.248756,-0.229246,0.937126,1.220873,0.177357,-0.941171
5,0.297345,0.930475,-0.679468,0.255166,-0.064157,-0.653683
0,1.929221,-1.975075,1.745424,-0.518678,-1.800784,0.640532
8,-1.17842,-0.355597,-0.544752,0.453815,0.062122,-2.733071
3,-0.630316,0.585051,-0.27532,0.435362,-0.275536,-1.596864
5,-0.470773,0.435417,0.398262,-0.026405,-0.213472,-0.802135
8,-0.870486,-0.503184,-0.948901,0.953007,0.236231,-0.248059
8,-0.889786,0.1793,-0.005887,0.126108,0.603364,-0.339766
6,-1.555403,-1.212891,-0.140603,-2.061518,1.565023,0.100442
7,1.345091,-0.107212,0.532978,-0.841955,-1.036993,0.315711
6,-1.245754,-0.435296,0.128829,-1.112499,1.568496,1.459467
6,-1.200722,-1.428334,-0.410036,-2.113157,1.445877,0.551165
6,-0.627742,0.002848,0.263545,-1.145146,1.402194,0.720785
9,-0.178708,-0.093522,-0.948901,-0.04681,0.982447,-0.310508
8,-1.414731,0.855274,-0.814184,1.177726,0.53869,-0.299453
9,-1.532243,-0.857736,-0.814184,0.474381,0.981128,-0.673072
7,0.526365,0.819457,0.128829,-0.341351,-0.93682,-0.140259
8,-0.873489,-1.154889,-0.005887,1.742335,0.688675,-0.782146
2,-0.204012,-1.06395,-0.140603,0.398811,-0.451901,-0.079793
8,-1.588855,-0.303584,1.071843,0.684276,0.802007,-1.058396
6,-1.276633,0.358988,-0.005887,-1.511198,1.411577,0.433046
9,-0.404726,-1.508787,-0.814184,1.076117,0.422916,-0.307859
8,-1.527955,-0.066341,-0.679468,1.15206,0.69461,-1.604822
6,-0.959264,-0.947723,-0.544752,-1.624631,1.057774,-0.679644
6,-0.8499,-0.328639,-0.005887,-2.073694,1.37142,0.955983
4,-0.195434,-0.660064,-0.544752,0.337285,0.951142,-0.705576
5,1.320645,1.015711,0.398262,0.407438,-0.726242,-1.204289
3,-0.305656,-0.583432,1.071843,-1.250642,-0.360095,-1.198222
9,-1.573416,-1.264169,-0.679468,1.052341,0.835885,-1.265016
5,-0.089073,1.331331,-0.410036,-0.321015,-0.740563,-0.44648
9,-0.966126,-1.330193,-1.083617,0.056117,0.398453,-1.174713
0,2.716639,-0.732642,2.95787,-0.841352,-2.541701,0.631047
8,-1.292072,0.788107,0.532978,0.091145,0.316652,-1.29741
9,-0.610158,-1.394428,-1.083617,1.50738,0.097556,0.521528
6,-0.918521,0.054687,0.532978,-1.606292,1.260765,0.699443
9,-1.263338,-0.015874,-0.544752,0.66376,0.757272,0.612465
7,1.230581,1.404566,-0.679468,-1.640662,-1.234169,0.135026
8,-1.223023,0.556881,-0.140603,0.626288,0.7462,-1.184415
1,-0.366985,-1.283862,-0.814184,0.138692,-0.149304,1.306697
2,1.744375,0.227965,-0.27532,0.418559,0.192431,0.760774
4,1.009709,0.995465,-0.410036,1.252358,1.166167,-0.720636
2,1.125077,-0.313569,-0.140603,1.57847,-0.65865,-0.686214
1,0.82229,-2.09923,-1.353049,0.91445,0.519194,-0.813989
7,1.412853,1.584322,0.263545,0.482397,-0.844749,-1.515902
2,1.154241,0.496736,-0.140603,1.255645,-0.461578,1.261108
2,-0.424884,-0.21904,-1.083617,0.157625,-0.530183,-1.174895
7,1.38369,0.709984,-0.814184,-0.009132,-0.501568,-0.965805
6,-1.370557,-0.891917,-0.27532,-1.26919,1.127816,0.582621
8,-1.232458,0.179703,-1.083617,0.276092,0.495285,-0.67053
2,0.579117,-0.889281,-0.005887,0.622909,-0.623121,-0.727215
4,-0.144398,1.263337,-0.544752,0.568847,0.983212,0.970971
8,-1.146683,-1.293969,-0.410036,1.694427,0.55065,-0.976623
0,1.109638,-1.811803,1.745424,-0.426027,-2.010847,-0.099119
4,-0.167986,0.990794,-0.679468,0.218927,1.846422,1.005658
3,0.272899,-0.110174,0.128829,-0.61365,-0.05494,-0.246049
6,-0.856334,-1.070166,0.532978,-2.218293,1.480133,-0.500569
9,-1.153974,-0.56687,-0.814184,0.303431,0.710548,0.841275
9,-1.651042,-0.902547,-1.218333,0.992408,1.036553,-0.524681
5,0.861747,0.15216,0.532978,-0.831997,0.144033,-0.781855
5,-0.260195,1.782744,-0.27532,-0.321753,-0.583736,0.065307
5,0.471469,0.949564,-0.27532,-0.430644,-0.171662,-1.208473
6,-1.234603,-2.040435,0.80241,-1.352749,1.640282,0.589834
3,0.480904,0.967583,-0.140603,-0.402819,-0.786531,-0.078801
8,-1.423738,0.777111,-0.410036,1.091811,0.495019,-2.086845
4,0.791411,0.337585,-0.544752,1.228241,1.408396,0.058136
7,-0.587857,1.273137,0.263545,0.170973,-1.073706,-0.709618
4,0.179833,0.929019,-0.140603,0.432628,0.799728,1.386332
1,1.379401,-0.970162,-0.814184,-0.431769,-0.110019,-0.633027
2,0.703491,0.833685,-0.814184,0.683633,-0.007974,0.695741
9,-1.400149,-1.121508,-1.218333,0.881655,0.537535,-0.199219
0,0.671325,-0.505082,2.419005,-0.515049,-2.03309,1.097159
3,-0.078351,0.282593,0.532978,0.23178,-0.344663,-0.223526
8,-1.340964,-0.574765,-0.679468,1.254681,0.553804,0.113202
0,2.394981,-2.662859,1.610707,-1.604392,-1.964575,1.537598
6,-0.852903,-1.229538,-0.544752,-2.113449,1.073822,-0.755151
4,0.05117,-0.030706,-0.679468,1.611226,1.282597,-0.177109
4,-0.469916,-0.328374,-0.679468,0.654159,0.884983,0.182711
8,-1.249614,0.490909,-0.948901,1.132095,0.533954,1.045743
2,1.728507,-1.680661,-0.544752,1.564073,-0.774173,-0.641106
2,1.296199,-0.792692,-0.679468,1.346386,-0.723646,-0.190118
3,0.845449,0.12811,0.667694,0.460563,-0.543487,-1.522465
